2025-06-23 16:01:04,415 - INFO - Frame processed in 702.20ms, Faces detected: 0, Best name: None
2025-06-23 16:01:06,667 - INFO - Frame processed in 24.97ms, Faces detected: 0, Best name: None
2025-06-23 16:01:06,711 - INFO - Frame processed in 21.92ms, Faces detected: 0, Best name: None
2025-06-23 16:01:06,771 - INFO - Frame processed in 35.97ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:06,809 - INFO - Frame processed in 26.26ms, Faces detected: 0, Best name: None
2025-06-23 16:01:06,868 - INFO - Frame processed in 39.11ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:06,928 - INFO - Frame processed in 35.76ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:06,977 - INFO - Frame processed in 38.40ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,038 - INFO - Frame processed in 38.47ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,099 - INFO - Frame processed in 37.89ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,161 - INFO - Frame processed in 37.84ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,224 - INFO - Frame processed in 39.86ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,284 - INFO - Frame processed in 38.02ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,346 - INFO - Frame processed in 38.48ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,404 - INFO - Frame processed in 34.66ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,454 - INFO - Frame processed in 38.72ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,516 - INFO - Frame processed in 38.95ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,575 - INFO - Frame processed in 39.28ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,623 - INFO - Frame processed in 37.61ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,675 - INFO - Frame processed in 38.07ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,734 - INFO - Frame processed in 38.42ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,794 - INFO - Frame processed in 36.70ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,856 - INFO - Frame processed in 36.23ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,902 - INFO - Frame processed in 35.55ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:07,949 - INFO - Frame processed in 36.87ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,010 - INFO - Frame processed in 36.89ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,062 - INFO - Frame processed in 37.28ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,108 - INFO - Frame processed in 36.65ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,158 - INFO - Frame processed in 37.88ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,209 - INFO - Frame processed in 40.15ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,260 - INFO - Frame processed in 38.13ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,321 - INFO - Frame processed in 36.97ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,385 - INFO - Frame processed in 40.19ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,444 - INFO - Frame processed in 36.34ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,506 - INFO - Frame processed in 37.29ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,568 - INFO - Frame processed in 38.14ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,629 - INFO - Frame processed in 37.96ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,677 - INFO - Frame processed in 38.36ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,738 - INFO - Frame processed in 37.36ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,800 - INFO - Frame processed in 37.55ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,847 - INFO - Frame processed in 37.29ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,908 - INFO - Frame processed in 37.08ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:08,954 - INFO - Frame processed in 35.24ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,003 - INFO - Frame processed in 37.42ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,062 - INFO - Frame processed in 34.24ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,114 - INFO - Frame processed in 39.80ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,173 - INFO - Frame processed in 37.42ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,219 - INFO - Frame processed in 35.92ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,284 - INFO - Frame processed in 39.43ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,345 - INFO - Frame processed in 37.84ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,405 - INFO - Frame processed in 34.98ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,453 - INFO - Frame processed in 35.83ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,499 - INFO - Frame processed in 35.70ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,545 - INFO - Frame processed in 35.98ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,593 - INFO - Frame processed in 37.12ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,654 - INFO - Frame processed in 36.12ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,703 - INFO - Frame processed in 37.12ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,761 - INFO - Frame processed in 35.13ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,810 - INFO - Frame processed in 36.51ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,872 - INFO - Frame processed in 36.94ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,935 - INFO - Frame processed in 38.72ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:09,990 - INFO - Frame processed in 35.10ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,040 - INFO - Frame processed in 36.91ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,102 - INFO - Frame processed in 36.70ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,151 - INFO - Frame processed in 37.53ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,215 - INFO - Frame processed in 41.00ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,274 - INFO - Frame processed in 37.82ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,335 - INFO - Frame processed in 36.85ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,396 - INFO - Frame processed in 36.28ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,443 - INFO - Frame processed in 36.80ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,492 - INFO - Frame processed in 36.97ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,552 - INFO - Frame processed in 37.00ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,600 - INFO - Frame processed in 38.31ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,662 - INFO - Frame processed in 37.28ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,723 - INFO - Frame processed in 37.17ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,773 - INFO - Frame processed in 39.88ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,832 - INFO - Frame processed in 37.11ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,895 - INFO - Frame processed in 37.71ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:10,955 - INFO - Frame processed in 36.31ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,003 - INFO - Frame processed in 37.24ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,065 - INFO - Frame processed in 36.07ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,112 - INFO - Frame processed in 36.55ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,161 - INFO - Frame processed in 38.95ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,214 - INFO - Frame processed in 36.56ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,262 - INFO - Frame processed in 36.38ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,312 - INFO - Frame processed in 38.73ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,364 - INFO - Frame processed in 37.79ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,420 - INFO - Frame processed in 38.57ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,472 - INFO - Frame processed in 36.74ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,532 - INFO - Frame processed in 36.16ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,581 - INFO - Frame processed in 37.53ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,642 - INFO - Frame processed in 36.72ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,689 - INFO - Frame processed in 36.73ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,751 - INFO - Frame processed in 37.54ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,814 - INFO - Frame processed in 37.40ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,874 - INFO - Frame processed in 36.51ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,921 - INFO - Frame processed in 34.56ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:11,970 - INFO - Frame processed in 37.25ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:01:12,015 - INFO - Frame processed in 34.57ms, Faces detected: 1, Best name: None
2025-06-23 16:01:12,092 - INFO - Frame processed in 34.72ms, Faces detected: 1, Best name: None
2025-06-23 16:01:12,154 - INFO - Frame processed in 34.28ms, Faces detected: 1, Best name: None
2025-06-23 16:01:12,220 - INFO - Frame processed in 37.08ms, Faces detected: 1, Best name: None
2025-06-23 16:01:13,207 - WARNING - Duplicate face detected: tesoro
2025-06-23 16:12:39,173 - INFO - Frame processed in 696.41ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,232 - INFO - Frame processed in 36.30ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,287 - INFO - Frame processed in 36.10ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,333 - INFO - Frame processed in 36.14ms, Faces detected: 1, Best name: Unknown
2025-06-23 16:12:39,379 - INFO - Frame processed in 35.84ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,427 - INFO - Frame processed in 36.44ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,473 - INFO - Frame processed in 35.59ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,519 - INFO - Frame processed in 35.90ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,567 - INFO - Frame processed in 37.15ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,614 - INFO - Frame processed in 36.60ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,660 - INFO - Frame processed in 35.52ms, Faces detected: 1, Best name: Unknown
2025-06-23 16:12:39,707 - INFO - Frame processed in 37.36ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,754 - INFO - Frame processed in 35.71ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,802 - INFO - Frame processed in 37.81ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,848 - INFO - Frame processed in 36.08ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,904 - INFO - Frame processed in 37.12ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:39,966 - INFO - Frame processed in 38.38ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,026 - INFO - Frame processed in 36.85ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,088 - INFO - Frame processed in 36.59ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,138 - INFO - Frame processed in 39.87ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,198 - INFO - Frame processed in 37.75ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,259 - INFO - Frame processed in 37.71ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,306 - INFO - Frame processed in 35.99ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,367 - INFO - Frame processed in 36.94ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,413 - INFO - Frame processed in 35.60ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,475 - INFO - Frame processed in 36.65ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,522 - INFO - Frame processed in 38.43ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,582 - INFO - Frame processed in 36.33ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,629 - INFO - Frame processed in 36.61ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,676 - INFO - Frame processed in 36.53ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,723 - INFO - Frame processed in 36.20ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,774 - INFO - Frame processed in 37.18ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,822 - INFO - Frame processed in 36.61ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,870 - INFO - Frame processed in 37.60ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,916 - INFO - Frame processed in 34.87ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:40,963 - INFO - Frame processed in 35.04ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,019 - INFO - Frame processed in 37.29ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,078 - INFO - Frame processed in 35.12ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,128 - INFO - Frame processed in 37.35ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,189 - INFO - Frame processed in 38.15ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,235 - INFO - Frame processed in 35.61ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,282 - INFO - Frame processed in 34.37ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,337 - INFO - Frame processed in 35.80ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,387 - INFO - Frame processed in 37.33ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,436 - INFO - Frame processed in 37.04ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,485 - INFO - Frame processed in 39.67ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,537 - INFO - Frame processed in 36.97ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,591 - INFO - Frame processed in 37.11ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,638 - INFO - Frame processed in 34.99ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,686 - INFO - Frame processed in 36.17ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,735 - INFO - Frame processed in 38.29ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,795 - INFO - Frame processed in 36.22ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,842 - INFO - Frame processed in 37.01ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,889 - INFO - Frame processed in 36.09ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,936 - INFO - Frame processed in 35.95ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:41,983 - INFO - Frame processed in 36.78ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,043 - INFO - Frame processed in 35.89ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,090 - INFO - Frame processed in 36.35ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,138 - INFO - Frame processed in 37.57ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,199 - INFO - Frame processed in 36.20ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,247 - INFO - Frame processed in 37.99ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,310 - INFO - Frame processed in 38.83ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,361 - INFO - Frame processed in 36.65ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,416 - INFO - Frame processed in 36.98ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,463 - INFO - Frame processed in 36.42ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,512 - INFO - Frame processed in 37.54ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,573 - INFO - Frame processed in 36.47ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,621 - INFO - Frame processed in 37.23ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,680 - INFO - Frame processed in 36.91ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,730 - INFO - Frame processed in 37.50ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,792 - INFO - Frame processed in 38.54ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,852 - INFO - Frame processed in 37.22ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,910 - INFO - Frame processed in 38.21ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:42,962 - INFO - Frame processed in 38.47ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,026 - INFO - Frame processed in 40.10ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,085 - INFO - Frame processed in 36.47ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,134 - INFO - Frame processed in 37.23ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,194 - INFO - Frame processed in 36.10ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,241 - INFO - Frame processed in 36.17ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,289 - INFO - Frame processed in 38.10ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,351 - INFO - Frame processed in 37.67ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,397 - INFO - Frame processed in 36.09ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,445 - INFO - Frame processed in 37.25ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,507 - INFO - Frame processed in 37.10ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,555 - INFO - Frame processed in 38.05ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,616 - INFO - Frame processed in 37.51ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,681 - INFO - Frame processed in 40.32ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,740 - INFO - Frame processed in 36.78ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,788 - INFO - Frame processed in 37.26ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,835 - INFO - Frame processed in 37.25ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,897 - INFO - Frame processed in 37.86ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:43,959 - INFO - Frame processed in 36.80ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,006 - INFO - Frame processed in 35.91ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,051 - INFO - Frame processed in 35.73ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,100 - INFO - Frame processed in 38.10ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,149 - INFO - Frame processed in 34.68ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,204 - INFO - Frame processed in 34.29ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,254 - INFO - Frame processed in 36.59ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,300 - INFO - Frame processed in 35.18ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,347 - INFO - Frame processed in 32.59ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,397 - INFO - Frame processed in 37.12ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,445 - INFO - Frame processed in 37.16ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,505 - INFO - Frame processed in 37.34ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,565 - INFO - Frame processed in 35.13ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,612 - INFO - Frame processed in 35.40ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,660 - INFO - Frame processed in 36.47ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,706 - INFO - Frame processed in 35.64ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,751 - INFO - Frame processed in 35.74ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,799 - INFO - Frame processed in 36.62ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,857 - INFO - Frame processed in 33.97ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,902 - INFO - Frame processed in 32.73ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,953 - INFO - Frame processed in 37.61ms, Faces detected: 1, Best name: tesoro
2025-06-23 16:12:44,960 - INFO - Started capture for user: shiva
2025-06-23 16:12:44,997 - INFO - Frame processed in 34.41ms, Faces detected: 1, Best name: None
2025-06-23 16:12:45,051 - INFO - Frame processed in 33.01ms, Faces detected: 1, Best name: None
2025-06-23 16:12:45,104 - INFO - Frame processed in 35.97ms, Faces detected: 1, Best name: None
2025-06-23 16:12:45,167 - INFO - Frame processed in 33.99ms, Faces detected: 1, Best name: None
2025-06-23 16:12:45,229 - INFO - Frame processed in 35.26ms, Faces detected: 1, Best name: None
2025-06-23 16:12:45,290 - INFO - Frame processed in 32.62ms, Faces detected: 1, Best name: None
2025-06-23 16:12:45,352 - INFO - Frame processed in 33.87ms, Faces detected: 1, Best name: None
2025-06-23 16:12:45,412 - INFO - Frame processed in 32.92ms, Faces detected: 1, Best name: None
